ID,Title,Attachments,Automation Candidate,Automation Type,Created By,Created On,Estimate,Expected Result,Forecast,Goals,Is Automated,Labels,Mission,Preconditions,Priority,References,Section,Section Depth,Section Description,Section Hierarchy,Steps,Steps,Steps (Additional Info),Steps (Expected Result),Steps (References),Steps (Shared step ID),Steps (Step),Suite,Suite ID,Type,Updated By,Updated On,is_converted
,TC-HU02-A-CA02-03 - Registro sin capacidad solicita completar la capacidad máxima,,,None,,,,El sistema no guarda la sala y solicita completar la capacidad máxima.,,,No,"Negativo, Sprint 1",,El Administrador esta autenticado y en el formulario de registro.,Medium,CA-HU02-A-02,CA-HU02-A-02: Campos obligatorios vacíos impiden el registro,2,"Dado que me encuentro registrando una sala, cuando dejo vacío el nombre, tipo o capacidad máxima, entonces el sistema solicita completar los campos obligatorios.",Test Cases > HU02-A - Registrar Nueva Sala > CA-HU02-A-02: Campos obligatorios vacíos impiden el registro,"1. Completar nombre y tipo válidos.
2. Dejar vacia la capacidad máxima.
3. Presionar «Guardar».",,,El sistema no guarda la sala y solicita completar la capacidad máxima.,,,,Master,,Functional,,,0
,TC-HU02-A-CA03-01 - Registro con capacidad igual a cero es rechazado,,,None,,,,El sistema impide el registro e indica que la capacidad debe ser mayor a cero.,,,No,"Negativo, Sprint 1",,El Administrador esta autenticado y en el formulario de registro.,Medium,CA-HU02-A-03,CA-HU02-A-03: Capacidad menor o igual a cero impide el registro,2,"Dado que estoy registrando una sala, cuando ingreso una capacidad máxima menor o igual a cero, entonces el sistema impide el registro e indica que la capacidad debe ser mayor a cero.",Test Cases > HU02-A - Registrar Nueva Sala > CA-HU02-A-03: Capacidad menor o igual a cero impide el registro,"1. Ingresar nombre y tipo válidos.
2. Ingresar capacidad máxima igual a 0.
3. Presionar «Guardar».",,,El sistema impide el registro e indica que la capacidad debe ser mayor a cero.,,,,Master,,Functional,,,0
,TC-HU02-A-CA03-02 - Registro con capacidad negativa (-1) es rechazado,,,None,,,,El sistema impide el registro e indica que la capacidad debe ser mayor a cero.,,,No,"Negativo, Sprint 1",,El Administrador esta autenticado y en el formulario de registro.,Medium,CA-HU02-A-03,CA-HU02-A-03: Capacidad menor o igual a cero impide el registro,2,"Dado que estoy registrando una sala, cuando ingreso una capacidad máxima menor o igual a cero, entonces el sistema impide el registro e indica que la capacidad debe ser mayor a cero.",Test Cases > HU02-A - Registrar Nueva Sala > CA-HU02-A-03: Capacidad menor o igual a cero impide el registro,"1. Ingresar nombre y tipo válidos.
2. Ingresar capacidad máxima igual a -1.
3. Presionar «Guardar».",,,El sistema impide el registro e indica que la capacidad debe ser mayor a cero.,,,,Master,,Functional,,,0
,TC-HU02-A-CA03-03 - Registro con capacidad negativa de mayor magnitud es rechazado,,,None,,,,El sistema impide el registro e indica que la capacidad debe ser mayor a cero.,,,No,"Negativo, Sprint 1",,El Administrador esta autenticado y en el formulario de registro.,Medium,CA-HU02-A-03,CA-HU02-A-03: Capacidad menor o igual a cero impide el registro,2,"Dado que estoy registrando una sala, cuando ingreso una capacidad máxima menor o igual a cero, entonces el sistema impide el registro e indica que la capacidad debe ser mayor a cero.",Test Cases > HU02-A - Registrar Nueva Sala > CA-HU02-A-03: Capacidad menor o igual a cero impide el registro,"1. Ingresar nombre y tipo válidos.
2. Ingresar un valor negativo de mayor magnitud (por ejemplo -50).
3. Presionar «Guardar».",,,El sistema impide el registro e indica que la capacidad debe ser mayor a cero.,,,,Master,,Functional,,,0
,TC-HU02-B-CA01-01 - Edición del nombre de una sala existente se guarda correctamente,,,None,,,,El sistema actualiza el nombre y refleja el cambio en el inventario.,,,No,"Positivo, Sprint 1",,Existe al menos una sala registrada.; El Administrador esta autenticado.,High,CA-HU02-B-01,CA-HU02-B-01: Modificación exitosa de sala existente,2,"Dado que existe una sala registrada, cuando modifico la información permitida y guardo los cambios, entonces el sistema actualiza la información correctamente.",Test Cases > HU02-B - Editar Sala > CA-HU02-B-01: Modificación exitosa de sala existente,"1. Acceder a la edicion de una sala existente.
2. Modificar el nombre por uno válido.
3. Presionar «Guardar».",,,El sistema actualiza el nombre y refleja el cambio en el inventario.,,,,Master,,Functional,,,0
,TC-HU02-B-CA01-02 - Edición de la capacidad de una sala se guarda correctamente,,,None,,,,El sistema actualiza la capacidad y refleja el cambio correctamente.,,,No,"Alternativo, Sprint 1",,Existe al menos una sala registrada.; El Administrador esta autenticado.,Medium,CA-HU02-B-01,CA-HU02-B-01: Modificación exitosa de sala existente,2,"Dado que existe una sala registrada, cuando modifico la información permitida y guardo los cambios, entonces el sistema actualiza la información correctamente.",Test Cases > HU02-B - Editar Sala > CA-HU02-B-01: Modificación exitosa de sala existente,"1. Acceder a la edicion de una sala existente.
2. Modificar la capacidad máxima por un valor válido.
3. Presionar «Guardar».",,,El sistema actualiza la capacidad y refleja el cambio correctamente.,,,,Master,,Functional,,,0
,TC-HU02-B-CA01-03 - Edición del tipo de una sala se refleja en el listado,,,None,,,,El sistema actualiza el tipo y el listado muestra la información modificada.,,,No,"Alternativo, Sprint 1",,Existe al menos una sala registrada.; El Administrador esta autenticado.,Medium,CA-HU02-B-01,CA-HU02-B-01: Modificación exitosa de sala existente,2,"Dado que existe una sala registrada, cuando modifico la información permitida y guardo los cambios, entonces el sistema actualiza la información correctamente.",Test Cases > HU02-B - Editar Sala > CA-HU02-B-01: Modificación exitosa de sala existente,"1. Acceder a la edicion de una sala existente.
2. Modificar el tipo de sala.
3. Presionar «Guardar».
4. Consultar el listado de salas.",,,El sistema actualiza el tipo y el listado muestra la información modificada.,,,,Master,,Functional,,,0
,TC-HU02-B-CA02-01 - Edición que deja el nombre vacío impide guardar,,,None,,,,El sistema impide guardar y solicita completar el nombre.,,,No,"Negativo, Sprint 1",,Existe al menos una sala registrada.; El Administrador esta editando la sala.,Medium,CA-HU02-B-02,CA-HU02-B-02: Campos vacíos impiden guardar los cambios,2,"Dado que me encuentro editando una sala, cuando dejo campos obligatorios vacíos, entonces el sistema impide guardar los cambios y solicita completar la información requerida.",Test Cases > HU02-B - Editar Sala > CA-HU02-B-02: Campos vacíos impiden guardar los cambios,"1. Borrar el contenido del campo nombre.
2. Presionar «Guardar».",,,El sistema impide guardar y solicita completar el nombre.,,,,Master,,Functional,,,0
,TC-HU02-B-CA02-02 - Edición que deja el tipo vacío impide guardar,,,None,,,,El sistema impide guardar y solicita seleccionar el tipo.,,,No,"Negativo, Sprint 1",,Existe al menos una sala registrada.; El Administrador esta editando la sala.,Medium,CA-HU02-B-02,CA-HU02-B-02: Campos vacíos impiden guardar los cambios,2,"Dado que me encuentro editando una sala, cuando dejo campos obligatorios vacíos, entonces el sistema impide guardar los cambios y solicita completar la información requerida.",Test Cases > HU02-B - Editar Sala > CA-HU02-B-02: Campos vacíos impiden guardar los cambios,"1. Dejar sin seleccionar el tipo de sala.
2. Presionar «Guardar».",,,El sistema impide guardar y solicita seleccionar el tipo.,,,,Master,,Functional,,,0
,TC-HU02-B-CA02-03 - Edición que deja la capacidad vacía impide guardar,,,None,,,,El sistema impide guardar y solicita completar la capacidad máxima.,,,No,"Negativo, Sprint 1",,Existe al menos una sala registrada.; El Administrador esta editando la sala.,Medium,CA-HU02-B-02,CA-HU02-B-02: Campos vacíos impiden guardar los cambios,2,"Dado que me encuentro editando una sala, cuando dejo campos obligatorios vacíos, entonces el sistema impide guardar los cambios y solicita completar la información requerida.",Test Cases > HU02-B - Editar Sala > CA-HU02-B-02: Campos vacíos impiden guardar los cambios,"1. Borrar el contenido del campo capacidad máxima.
2. Presionar «Guardar».",,,El sistema impide guardar y solicita completar la capacidad máxima.,,,,Master,,Functional,,,0
,TC-HU02-C-CA01-01 - Listado muestra las salas registradas con su información principal,,,None,,,,"El sistema muestra las salas registradas con su información principal (nombre, tipo, capacidad y estado).",,,No,"Positivo, Sprint 1",,Existen varias salas registradas.; El usuario autorizado esta autenticado.,High,CA-HU02-D-01,CA-HU02-C-01: Listado de salas muestra la información principal,2,"Dado que soy un usuario autorizado, cuando accedo al listado de salas, entonces el sistema muestra las salas registradas con su información principal.",Test Cases > HU02-C - Consultar Salas > CA-HU02-C-01: Listado de salas muestra la información principal,"1. Acceder al módulo de consulta de salas.
2. Visualizar el listado mostrado.",,,"El sistema muestra las salas registradas con su información principal (nombre, tipo, capacidad y estado).",,,,Master,,Functional,,,0
,TC-HU02-C-CA01-02 - Listado muestra correctamente una única sala registrada,,,None,,,,El sistema muestra correctamente la única sala registrada con su información principal.,,,No,"Alternativo, Sprint 1",,Existe exactamente una sala registrada.; El usuario autorizado esta autenticado.,Medium,CA-HU02-D-01,CA-HU02-C-01: Listado de salas muestra la información principal,2,"Dado que soy un usuario autorizado, cuando accedo al listado de salas, entonces el sistema muestra las salas registradas con su información principal.",Test Cases > HU02-C - Consultar Salas > CA-HU02-C-01: Listado de salas muestra la información principal,1. Acceder al módulo de consulta de salas.,,,El sistema muestra correctamente la única sala registrada con su información principal.,,,,Master,,Functional,,,0
,TC-HU02-C-CA01-03 - Listado vacío muestra mensaje de que no hay salas registradas,,,None,,,,El sistema muestra un listado vacío con un mensaje indicando que no hay salas registradas.,,,No,"Alternativo, Sprint 1",,No existen salas registradas en el sistema.; El usuario autorizado esta autenticado.,Medium,CA-HU02-D-01,CA-HU02-C-01: Listado de salas muestra la información principal,2,"Dado que soy un usuario autorizado, cuando accedo al listado de salas, entonces el sistema muestra las salas registradas con su información principal.",Test Cases > HU02-C - Consultar Salas > CA-HU02-C-01: Listado de salas muestra la información principal,1. Acceder al módulo de consulta de salas.,,,El sistema muestra un listado vacío con un mensaje indicando que no hay salas registradas.,,,,Master,,Functional,,,0
,TC-HU02-C-CA02-01 - Filtro por tipo muestra únicamente las salas de reunión,,,None,,,,El sistema muestra únicamente las salas de tipo reunion.,,,No,"Positivo, Sprint 1",,Existen salas de distintos tipos registradas.,High,CA-HU02-D-02,CA-HU02-C-02: Filtro por tipo de sala muestra solo coincidencias,2,"Dado que me encuentro consultando las salas, cuando aplico un filtro por tipo de sala, entonces el sistema muestra únicamente las salas que coinciden con el criterio seleccionado.",Test Cases > HU02-C - Consultar Salas > CA-HU02-C-02: Filtro por tipo de sala muestra solo coincidencias,"1. Acceder al módulo de consulta de salas.
2. Seleccionar el filtro por tipo «reunion».
3. Aplicar el filtro.",,,El sistema muestra únicamente las salas de tipo reunion.,,,,Master,,Functional,,,0
,TC-HU02-C-CA02-02 - Filtro por tipo sin coincidencias muestra listado vacío,,,None,,,,El sistema muestra un listado vacío o un mensaje indicando que no hay salas para el tipo seleccionado.,,,No,"Alternativo, Sprint 1",,"Existen salas registradas, pero ninguna del tipo a filtrar.",Medium,CA-HU02-D-02,CA-HU02-C-02: Filtro por tipo de sala muestra solo coincidencias,2,"Dado que me encuentro consultando las salas, cuando aplico un filtro por tipo de sala, entonces el sistema muestra únicamente las salas que coinciden con el criterio seleccionado.",Test Cases > HU02-C - Consultar Salas > CA-HU02-C-02: Filtro por tipo de sala muestra solo coincidencias,"1. Acceder al módulo de consulta de salas.
2. Seleccionar un tipo de sala que no posee registros.
3. Aplicar el filtro.",,,El sistema muestra un listado vacío o un mensaje indicando que no hay salas para el tipo seleccionado.,,,,Master,,Functional,,,0
,TC-HU02-C-CA02-03 - Quitar el filtro vuelve a mostrar todas las salas,,,None,,,,El sistema vuelve a mostrar todas las salas registradas sin filtrar.,,,No,"Alternativo, Sprint 1",,Existen salas de distintos tipos y un filtro aplicado.,Medium,CA-HU02-D-02,CA-HU02-C-02: Filtro por tipo de sala muestra solo coincidencias,2,"Dado que me encuentro consultando las salas, cuando aplico un filtro por tipo de sala, entonces el sistema muestra únicamente las salas que coinciden con el criterio seleccionado.",Test Cases > HU02-C - Consultar Salas > CA-HU02-C-02: Filtro por tipo de sala muestra solo coincidencias,"1. Con un filtro por tipo aplicado, quitar el filtro.
2. Visualizar el listado.",,,El sistema vuelve a mostrar todas las salas registradas sin filtrar.,,,,Master,,Functional,,,0
,TC-HU02-C-CA03-01 - Listado paginado permite navegar entre páginas de salas,,,None,,,,El sistema muestra la información paginada y permite navegar entre páginas mostrando salas distintas.,,,No,"Positivo, Sprint 1",,Existen mas salas que el tamano de página configurado.,High,CA-HU02-D-03,CA-HU02-C-03: Visualización paginada del listado de salas,2,"Dado que existen múltiples salas registradas, cuando consulto el listado, entonces el sistema presenta la información de manera paginada.",Test Cases > HU02-C - Consultar Salas > CA-HU02-C-03: Visualización paginada del listado de salas,"1. Acceder al módulo de consulta de salas.
2. Verificar la presencia de controles de paginacion.
3. Navegar a la segunda página.",,,El sistema muestra la información paginada y permite navegar entre páginas mostrando salas distintas.,,,,Master,,Functional,,,0
,TC-HU02-C-CA03-02 - Última página muestra las salas restantes sin duplicados,,,None,,,,"El sistema muestra la ultima página con las salas restantes, sin errores ni filas duplicadas.",,,No,"Alternativo, Sprint 1",,Existen múltiples salas que ocupan varias páginas.,Medium,CA-HU02-D-03,CA-HU02-C-03: Visualización paginada del listado de salas,2,"Dado que existen múltiples salas registradas, cuando consulto el listado, entonces el sistema presenta la información de manera paginada.",Test Cases > HU02-C - Consultar Salas > CA-HU02-C-03: Visualización paginada del listado de salas,1. Navegar hasta la ultima página del listado.,,,"El sistema muestra la ultima página con las salas restantes, sin errores ni filas duplicadas.",,,,Master,,Functional,,,0
,TC-HU02-C-CA03-03 - Listado con pocas salas muestra una única página sin navegación,,,None,,,,"El sistema muestra una única página, sin habilitar navegación innecesaria a páginas adicionales.",,,No,"Alternativo, Sprint 1",,Existen pocas salas que caben en una sola página.,Medium,CA-HU02-D-03,CA-HU02-C-03: Visualización paginada del listado de salas,2,"Dado que existen múltiples salas registradas, cuando consulto el listado, entonces el sistema presenta la información de manera paginada.",Test Cases > HU02-C - Consultar Salas > CA-HU02-C-03: Visualización paginada del listado de salas,1. Acceder al módulo de consulta de salas.,,,"El sistema muestra una única página, sin habilitar navegación innecesaria a páginas adicionales.",,,,Master,,Functional,,,0
,TC-HU02-D-CA01-01 - Eliminación de una sala sin reservas se confirma correctamente,,,None,,,,El sistema elimina la sala del inventario y muestra un mensaje de confirmación.,,,No,"Positivo, Sprint 1",,Existe una sala registrada sin reservas asociadas.; El Administrador esta autenticado.,High,HU02-D (criterio propuesto por QA),CA-HU02-D-01: Eliminación exitosa de sala sin reservas asociadas,2,"Dado que existe una sala registrada sin reservas asociadas, cuando confirmo su eliminación, entonces el sistema la elimina del inventario y muestra un mensaje de confirmación.",Test Cases > HU02-D - Eliminar Sala > CA-HU02-D-01: Eliminación exitosa de sala sin reservas asociadas,"1. Acceder al inventario de salas.
2. Seleccionar la opcion eliminar sobre la sala.
3. Confirmar la eliminación en el dialogo.",,,El sistema elimina la sala del inventario y muestra un mensaje de confirmación.,,,,Master,,Functional,,,0
,TC-HU02-D-CA01-02 - Sala eliminada deja de aparecer en el listado,,,None,,,,La sala eliminada ya no aparece en el listado de salas.,,,No,"Alternativo, Sprint 1",,Se ha eliminado una sala sin reservas.,Medium,HU02-D (criterio propuesto por QA),CA-HU02-D-01: Eliminación exitosa de sala sin reservas asociadas,2,"Dado que existe una sala registrada sin reservas asociadas, cuando confirmo su eliminación, entonces el sistema la elimina del inventario y muestra un mensaje de confirmación.",Test Cases > HU02-D - Eliminar Sala > CA-HU02-D-01: Eliminación exitosa de sala sin reservas asociadas,1. Consultar el listado de salas luego de la eliminación.,,,La sala eliminada ya no aparece en el listado de salas.,,,,Master,,Functional,,,0
,TC-HU02-D-CA01-03 - Eliminación de la última sala deja el inventario vacío sin errores,,,None,,,,El sistema elimina la sala y el inventario queda vacío sin errores.,,,No,"Alternativo, Sprint 1",,Existe una única sala registrada sin reservas.,Medium,HU02-D (criterio propuesto por QA),CA-HU02-D-01: Eliminación exitosa de sala sin reservas asociadas,2,"Dado que existe una sala registrada sin reservas asociadas, cuando confirmo su eliminación, entonces el sistema la elimina del inventario y muestra un mensaje de confirmación.",Test Cases > HU02-D - Eliminar Sala > CA-HU02-D-01: Eliminación exitosa de sala sin reservas asociadas,"1. Eliminar la única sala existente.
2. Confirmar la eliminación.
3. Consultar el inventario.",,,El sistema elimina la sala y el inventario queda vacío sin errores.,,,,Master,,Functional,,,0
,TC-HU02-D-CA02-01 - Cancelar la confirmación conserva la sala en el inventario,,,None,,,,El sistema no elimina la sala y la mantiene en el inventario.,,,No,"Alternativo, Sprint 1",,Existe una sala registrada.; El Administrador esta autenticado.,Medium,HU02-D (criterio propuesto por QA),CA-HU02-D-02: Cancelar la confirmación conserva la sala,2,"Dado que selecciono eliminar una sala, cuando cancelo la confirmación, entonces el sistema no elimina la sala y la mantiene en el inventario.",Test Cases > HU02-D - Eliminar Sala > CA-HU02-D-02: Cancelar la confirmación conserva la sala,"1. Seleccionar la opcion eliminar sobre la sala.
2. En el dialogo de confirmación, presionar «Cancelar».",,,El sistema no elimina la sala y la mantiene en el inventario.,,,,Master,,Functional,,,0
,TC-HU02-D-CA02-02 - Cancelar la eliminación mantiene la sala sin cambios,,,None,,,,El sistema mantiene la sala registrada sin cambios.,,,No,"Alternativo, Sprint 1",,Existe una sala registrada.,Medium,HU02-D (criterio propuesto por QA),CA-HU02-D-02: Cancelar la confirmación conserva la sala,2,"Dado que selecciono eliminar una sala, cuando cancelo la confirmación, entonces el sistema no elimina la sala y la mantiene en el inventario.",Test Cases > HU02-D - Eliminar Sala > CA-HU02-D-02: Cancelar la confirmación conserva la sala,"1. Seleccionar la opcion eliminar.
2. Cerrar el dialogo de confirmación sin confirmar.",,,El sistema mantiene la sala registrada sin cambios.,,,,Master,,Functional,,,0
,TC-HU02-D-CA02-03 - Cancelar la eliminación mantiene el total de salas sin variación,,,None,,,,El total de salas permanece sin variacion respecto al estado inicial.,,,No,"Alternativo, Sprint 1",,Existe un número conocido de salas registradas.,Medium,HU02-D (criterio propuesto por QA),CA-HU02-D-02: Cancelar la confirmación conserva la sala,2,"Dado que selecciono eliminar una sala, cuando cancelo la confirmación, entonces el sistema no elimina la sala y la mantiene en el inventario.",Test Cases > HU02-D - Eliminar Sala > CA-HU02-D-02: Cancelar la confirmación conserva la sala,"1. Cancelar la eliminación de una sala.
2. Consultar el total de salas en el inventario.",,,El total de salas permanece sin variacion respecto al estado inicial.,,,,Master,,Functional,,,0
,TC-HU02-D-CA03-01 - Eliminación de sala con reservas vigentes es bloqueada,,,None,,,,El sistema impide la eliminación e informa que la sala posee reservas vigentes.,,,No,"Negativo, Sprint 1",,Existe una sala con al menos una reserva activa.; El Administrador esta autenticado.,Medium,HU02-D (criterio propuesto por QA),CA-HU02-D-03: Bloqueo de eliminación de sala con reservas activas,2,"Dado que una sala tiene reservas activas asociadas, cuando intento eliminarla, entonces el sistema impide la eliminación e informa que la sala posee reservas vigentes.",Test Cases > HU02-D - Eliminar Sala > CA-HU02-D-03: Bloqueo de eliminación de sala con reservas activas,"1. Intentar eliminar la sala con reserva activa.
2. Confirmar la acción.",,,El sistema impide la eliminación e informa que la sala posee reservas vigentes.,,,,Master,,Functional,,,0
,TC-HU02-D-CA03-02 - Eliminación de sala con reservas asociadas es rechazada,,,None,,,,El sistema rechaza la eliminación e informa la existencia de reservas asociadas.,,,No,"Negativo, Sprint 1",,Existe una sala con una reserva futura confirmada.,Medium,HU02-D (criterio propuesto por QA),CA-HU02-D-03: Bloqueo de eliminación de sala con reservas activas,2,"Dado que una sala tiene reservas activas asociadas, cuando intento eliminarla, entonces el sistema impide la eliminación e informa que la sala posee reservas vigentes.",Test Cases > HU02-D - Eliminar Sala > CA-HU02-D-03: Bloqueo de eliminación de sala con reservas activas,1. Intentar eliminar la sala con la reserva futura.,,,El sistema rechaza la eliminación e informa la existencia de reservas asociadas.,,,,Master,,Functional,,,0
,TC-HU02-D-CA03-03 - Sala puede eliminarse una vez que ya no tiene reservas activas,,,None,,,,El sistema permite eliminar la sala una vez que no tiene reservas activas asociadas.,,,No,"Alternativo, Sprint 1",,Existe una sala cuyas reservas han sido canceladas o ya no están activas.,Medium,HU02-D (criterio propuesto por QA),CA-HU02-D-03: Bloqueo de eliminación de sala con reservas activas,2,"Dado que una sala tiene reservas activas asociadas, cuando intento eliminarla, entonces el sistema impide la eliminación e informa que la sala posee reservas vigentes.",Test Cases > HU02-D - Eliminar Sala > CA-HU02-D-03: Bloqueo de eliminación de sala con reservas activas,"1. Verificar que la sala no posee reservas activas.
2. Eliminar la sala y confirmar.",,,El sistema permite eliminar la sala una vez que no tiene reservas activas asociadas.,,,,Master,,Functional,,,0
,"TC-HU04-CA01-01 - Reserva exitosa con sala, fecha y rango horario válidos",,,None,,,,El sistema registra la reserva con estado CONFIRMADA y la asocia al Cliente.,,,No,"Positivo, Sprint 1",,El Cliente esta autenticado.; Existe una sala disponible en el horario deseado.,Critical,CA-HU04-01,CA-HU04-01: Reserva exitosa con disponibilidad y datos válidos,2,"Dado que soy un Cliente autenticado y existe disponibilidad, cuando selecciono una sala, fecha y rango horario válido y confirmo la reserva, entonces el sistema registra la reserva con estado CONFIRMADA.",Test Cases > HU04 - Reserva de Sala de Coworking > CA-HU04-01: Reserva exitosa con disponibilidad y datos válidos,"1. Acceder al módulo de reservas.
2. Seleccionar una sala disponible.
3. Indicar fecha y rango horario válidos dentro del horario operativo.
4. Confirmar la reserva.",,,El sistema registra la reserva con estado CONFIRMADA y la asocia al Cliente.,,,,Master,,Functional,,,0
,TC-HU04-CA01-02 - Reserva en el horario límite válido se confirma correctamente,,,None,,,,El sistema acepta el horario limite válido y registra la reserva como CONFIRMADA.,,,No,"Alternativo, Sprint 1",,El Cliente esta autenticado.; La sala esta libre al inicio del horario operativo.,Medium,CA-HU04-01,CA-HU04-01: Reserva exitosa con disponibilidad y datos válidos,2,"Dado que soy un Cliente autenticado y existe disponibilidad, cuando selecciono una sala, fecha y rango horario válido y confirmo la reserva, entonces el sistema registra la reserva con estado CONFIRMADA.",Test Cases > HU04 - Reserva de Sala de Coworking > CA-HU04-01: Reserva exitosa con disponibilidad y datos válidos,"1. Seleccionar una sala disponible.
2. Indicar un rango que comience justo en la hora de apertura.
3. Confirmar la reserva.",,,El sistema acepta el horario limite válido y registra la reserva como CONFIRMADA.,,,,Master,,Functional,,,0
,TC-HU04-CA01-03 - Dos reservas de la misma sala en horarios distintos se confirman sin conflicto,,,None,,,,El sistema registra ambas reservas como CONFIRMADA sin conflicto entre ellas.,,,No,"Alternativo, Sprint 1",,El Cliente esta autenticado.; La sala esta libre en dos franjas distintas.,Medium,CA-HU04-01,CA-HU04-01: Reserva exitosa con disponibilidad y datos válidos,2,"Dado que soy un Cliente autenticado y existe disponibilidad, cuando selecciono una sala, fecha y rango horario válido y confirmo la reserva, entonces el sistema registra la reserva con estado CONFIRMADA.",Test Cases > HU04 - Reserva de Sala de Coworking > CA-HU04-01: Reserva exitosa con disponibilidad y datos válidos,"1. Reservar la sala en una primera franja válida.
2. Reservar la misma sala en una segunda franja distinta del mismo día.
3. Confirmar ambas reservas.",,,El sistema registra ambas reservas como CONFIRMADA sin conflicto entre ellas.,,,,Master,,Functional,,,0
,TC-HU04-CA02-01 - Reserva con horario idéntico al existente es rechazada por falta de disponibilidad,,,None,,,,El sistema rechaza la operación indicando que no existe disponibilidad.,,,No,"Negativo, Sprint 1",,Existe una reserva CONFIRMADA sobre una sala en un rango horario.; El Cliente esta autenticado.,Medium,CA-HU04-02,CA-HU04-02: Solapamiento de horario impide la reserva,2,"Dado que una sala ya se encuentra reservada en un horario especifico, cuando intento registrar otra reserva en el mismo rango horario, entonces el sistema rechaza la operación indicando que no existe disponibilidad.",Test Cases > HU04 - Reserva de Sala de Coworking > CA-HU04-02: Solapamiento de horario impide la reserva,"1. Seleccionar la misma sala, fecha y rango horario exactos de la reserva existente.
2. Confirmar la reserva.",,,El sistema rechaza la operación indicando que no existe disponibilidad.,,,,Master,,Functional,,,0
,TC-HU04-CA02-02 - Reserva con solapamiento parcial de horario es rechazada,,,None,,,,El sistema rechaza la operación por solapamiento e indica falta de disponibilidad.,,,No,"Negativo, Sprint 1",,Existe una reserva CONFIRMADA sobre una sala.,Medium,CA-HU04-02,CA-HU04-02: Solapamiento de horario impide la reserva,2,"Dado que una sala ya se encuentra reservada en un horario especifico, cuando intento registrar otra reserva en el mismo rango horario, entonces el sistema rechaza la operación indicando que no existe disponibilidad.",Test Cases > HU04 - Reserva de Sala de Coworking > CA-HU04-02: Solapamiento de horario impide la reserva,"1. Seleccionar la misma sala y fecha con un rango que se solape parcialmente con la reserva existente.
2. Confirmar la reserva.",,,El sistema rechaza la operación por solapamiento e indica falta de disponibilidad.,,,,Master,,Functional,,,0
,TC-HU04-CA02-03 - Reserva con horario contenido en otro ya reservado es rechazada,,,None,,,,El sistema rechaza la operación indicando que no existe disponibilidad.,,,No,"Negativo, Sprint 1",,Existe una reserva CONFIRMADA sobre una sala.,Medium,CA-HU04-02,CA-HU04-02: Solapamiento de horario impide la reserva,2,"Dado que una sala ya se encuentra reservada en un horario especifico, cuando intento registrar otra reserva en el mismo rango horario, entonces el sistema rechaza la operación indicando que no existe disponibilidad.",Test Cases > HU04 - Reserva de Sala de Coworking > CA-HU04-02: Solapamiento de horario impide la reserva,"1. Seleccionar la misma sala y fecha con un rango contenido dentro del horario ya reservado.
2. Confirmar la reserva.",,,El sistema rechaza la operación indicando que no existe disponibilidad.,,,,Master,,Functional,,,0
,TC-HU04-CA03-01 - Reserva con hora de inicio igual a la de fin no es válida,,,None,,,,El sistema impide continuar e informa que el rango horario no es válido.,,,No,"Negativo, Sprint 1",,El Cliente esta autenticado y en el formulario de reserva.,Medium,CA-HU04-03,CA-HU04-03: Hora de inicio mayor o igual a la de fin no es válida,2,"Dado que me encuentro realizando una reserva, cuando ingreso una hora de inicio mayor o igual a la hora de finalizacion, entonces el sistema impide continuar e informa que el rango horario no es válido.",Test Cases > HU04 - Reserva de Sala de Coworking > CA-HU04-03: Hora de inicio mayor o igual a la de fin no es válida,"1. Seleccionar una sala y fecha válidas.
2. Ingresar la misma hora de inicio y de finalizacion.
3. Intentar continuar.",,,El sistema impide continuar e informa que el rango horario no es válido.,,,,Master,,Functional,,,0
,TC-HU04-CA03-02 - Reserva con hora de inicio posterior a la de fin no es válida,,,None,,,,El sistema impide continuar e informa que el rango horario no es válido.,,,No,"Negativo, Sprint 1",,El Cliente esta autenticado y en el formulario de reserva.,Medium,CA-HU04-03,CA-HU04-03: Hora de inicio mayor o igual a la de fin no es válida,2,"Dado que me encuentro realizando una reserva, cuando ingreso una hora de inicio mayor o igual a la hora de finalizacion, entonces el sistema impide continuar e informa que el rango horario no es válido.",Test Cases > HU04 - Reserva de Sala de Coworking > CA-HU04-03: Hora de inicio mayor o igual a la de fin no es válida,"1. Seleccionar una sala y fecha válidas.
2. Ingresar una hora de inicio posterior a la hora de finalizacion.
3. Intentar continuar.",,,El sistema impide continuar e informa que el rango horario no es válido.,,,,Master,,Functional,,,0
,TC-HU04-CA03-03 - Reserva con rango horario válido (inicio anterior al fin) permite continuar,,,None,,,,"El sistema acepta el rango válido y permite continuar con la reserva, confirmando el limite del control.",,,No,"Alternativo, Sprint 1",,El Cliente esta autenticado y en el formulario de reserva.,Medium,CA-HU04-03,CA-HU04-03: Hora de inicio mayor o igual a la de fin no es válida,2,"Dado que me encuentro realizando una reserva, cuando ingreso una hora de inicio mayor o igual a la hora de finalizacion, entonces el sistema impide continuar e informa que el rango horario no es válido.",Test Cases > HU04 - Reserva de Sala de Coworking > CA-HU04-03: Hora de inicio mayor o igual a la de fin no es válida,"1. Seleccionar una sala y fecha válidas.
2. Ingresar una hora de inicio anterior a la de finalizacion (rango válido mínimo).
3. Continuar.",,,"El sistema acepta el rango válido y permite continuar con la reserva, confirmando el limite del control.",,,,Master,,Functional,,,0
